product_id,product_name,listing_price,sale_price,discounted_sale_price,brand,description,rating,reviews
366731-100,Nike Air Force 1 Mid '07,"USD 7,895.00","USD 6,317.00","USD 6,317.00",Nike,"The legend lives on in the Nike Air Force 1 Mid '07 Women's Shoe, a modern take on the icon that blends classic style and fresh, crisp details.",3.8,4
AT8179-100,Nike Air DSVM,"USD 15,995.00","USD 9,597.00","USD 9,597.00",Nike,The lightweight Nike Air DSVM gives you all-day comfort and street-ready style in a modern take on a classic silhouette. An adjustable strap lets you change up the fit for a look that's sure to turn heads.,4.4,7
CD5050-400,LeBron 17 Monstars,USD 0.00,"USD 16,995.00","USD 16,995.00",Nike,"The Monstars have crash-landed in the Windy City, prepared to strip us of some of our greatest hardwood heroes. With the game in danger, who can Bugs and the Tune Squad turn to? Who other than The King himself, LeBron James, poised to dash the hopes and dreams of Mr Swackhammer and any team that stands in his way? The LeBron 17 Monstars is here just in time for All-Star in Chicago, where LeBron is ready to represent the Tune Squad and all that is great about the sport of basketball.",4.6,5
BV6344-001,Nike ACG React Terra Gobe,"USD 12,995.00","USD 7,797.00","USD 7,797.00",Nike,"The Nike ACG React Terra Gobe combines rugged durability with ACG style to get you where you need to go in comfort. The textile and synthetic upper is breathable and durable, and Nike React technology in the midsole provides an extremely smooth and comfortable ride.",3.7,19
CK4363-100,Nike Air Force 1 '07 LV8,USD 0.00,"USD 7,595.00","USD 7,595.00",Nike,The Nike Air Force 1 '07 LV8 has the same hoops-inspired performance of the '82 OG plus fresh new patterns for a sleek look that turns heads.,5,6
CD0888-002,Nike Air Force 1 '07 LV8,USD 0.00,"USD 7,595.00","USD 7,595.00",Nike,The Nike Air Force 1 '07 LV8 incorporates the same hoops-inspired performance features of the 1982 original while adding fresh design details for an updated look.,5,3
BQ4424-700,Nike Air Force 1 '07 Premium,"USD 10,995.00","USD 7,697.00","USD 7,697.00",Nike,"The Nike Air Force 1 '07 Premium captures the iconic look of its 1982 predecessor, with full-length cushioning for comfort and premium detailing that honours the original. A rich mix of materials gives an eye-catching look that's ready to hit the streets.",5,1
CI3446-001,Nike Air Force 1 '07 SE,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,The Nike Air Force 1 '07 SE incorporates the same hoops-inspired performance features of the 1982 original while adding details that call to mind the 2000s aesthetic.,5,1
CK2630-700,Nike Air Force 1 GORE-TEX ®,"USD 12,995.00","USD 9,097.00","USD 9,097.00",Nike,"The Nike Air Force 1 GORE-TEX ® retools the classic Air Force 1 with a street-approved design that meets the standards of GORE-TEX ® waterproof technology. It features water-wicking flat laces, a GORE-TEX ® bootie and GORE-TEX ® branding on the heel.",4.1,18
CK2630-001,Nike Air Force 1 GORE-TEX ®,"USD 12,995.00","USD 10,397.00","USD 10,397.00",Nike,"The Nike Air Force 1 GORE-TEX ® retools the classic Air Force 1 with a street-approved design that meets the standards of GORE-TEX ® waterproof technology. It features water-wicking flat laces, a GORE-TEX ® bootie and GORE-TEX ® branding on the heel.",4.1,18
CI0919-100,Nike Air Force 1 Shadow,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,"The Nike Air Force 1 Shadow pays homage to the women who are setting an example for the next generation by being forces of change in their community. This sneaker reflects this ethos in its design with double the Swoosh, double the height and double the force.",4.8,20
CI0919-100,Nike Air Force 1 Shadow,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,"The Nike Air Force 1 Shadow pays homage to the women who are setting an example for the next generation by being forces of change in their community. This sneaker reflects this ethos in its design with double the Swoosh, double the height and double the force.",4.8,20
CQ6566-700,Nike Air Force 1 SP,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,The Nike Air Force 1 SP adds a shiny metallic finish to the details that made the original an icon.,4.7,3
CQ2344-100,Nike Air Force 1 Type,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,"The Nike Air Force 1 Type brings a handmade aesthetic to a classic look. Using transparent materials to show off a closure system and adjustable technology, it offers a unique look, custom fit and versatile styling options.",0,0
CT2584-100,Nike Air Force 1 Type-2,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,"The Nike Air Force 1 Type-2 brings a handmade touch to an iconic look. Featuring overlays of rubber at the toe and a closure system around the heel that nods to the OG high top, it lets you step into a new dimension of AF-1 style.",0,0
885118-001,Nike Air Huarache Ultra,"USD 8,995.00","USD 7,197.00","USD 7,197.00",Nike,The Nike Air Huarache Ultra Women's Sandal helps keep your feet cool and comfortable on warmer days.,4.6,12
AR3863-101,Nike Air Max 1 DNA Ch. 1,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,"The Nike Air Max 1 DNA Ch. 1 converges with fellow renegade, the Air Huarache Run. Iconic Huarache details and materials like a soft neoprene tongue combine with a TPU heel counter that nods to the original Huarache heel cage for added support.",0,0
AQ0927-100,Nike Air Max 1 Print,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,"The Nike Air Max 1 gave the world its first glimpse of Nike Air cushioning back in 1987. This edition, the Nike Air Max 1 Print Men's Shoe, elevates the classic design with new accents, colours and materials.",0,0
849559-004,Nike Air Max 2017,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Air Max 2017 Men's Shoe features a seamless Flymesh upper for support and breathability. Iconic Max Air cushioning provides a lightweight, smooth feel with each step, whether you're running your three-miler or running your day.",2.9,71
849560-001,Nike Air Max 2017,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Air Max 2017 Women's Shoe features a seamless Flymesh upper for support and breathability. Iconic Max Air cushioning provides a lightweight, smooth feel with each step, whether you're running your three-miler or running your day.",3.5,18
AH6789-023,Nike Air Max 270,USD 0.00,"USD 13,995.00","USD 13,995.00",Nike,The Nike Air Max 270 is inspired by two icons of big Air: Air Max 180 and Air Max 93. It features Nike's biggest heel Air unit yet for a soft ride that feels as remarkable as it looks.,3.9,63
CK2595-500,Nike Air Max 270 React ENG,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,The Nike Air Max 270 React ENG combines a full-length React foam midsole with a 270 Max Air unit for unrivalled comfort and a striking visual experience.,5,2
CD0113-400,Nike Air Max 270 React ENG,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,The Nike Air Max 270 React ENG combines a full-length React foam midsole with a 270 Max Air unit for unrivalled comfort and a striking visual experience.,5,1
CK4126-001,Nike Air Max 270 React LX,"USD 13,995.00","USD 8,397.00","USD 8,397.00",Nike,"The Nike Air Max 270 React LX dresses up a forever-fresh sneaker. The elevated upper rests on Nike's first lifestyle Air unit and the softest, smoothest and most resilient foam yet for an incomparable ride.",0,0
CT5528-001,Nike Air Max 270 React,"USD 14,995.00","USD 8,997.00","USD 8,997.00",Nike,The Nike Air Max 270 React takes comfort to the next level by adding Nike React foam to the eye-catching Max Air unit in the heel. A camo print adds a fresh look to this streetwear staple.,0,0
CT2535-001,Nike Air Max 270 React,"USD 14,995.00","USD 8,997.00","USD 8,997.00",Nike,The Nike Air Max 270 React takes comfort to the next level by adding Nike React foam to the eye-catching Max Air unit in the heel. Transparent overlays in the upper create a futuristic look that's both durable and supportive.,0,0
CT5064-001,Nike Air Max 270 React,USD 0.00,"USD 13,995.00","USD 13,995.00",Nike,"The Nike Air Max 270 React updates a classic with iridescent details, Nike React foam in the midsole and Max Air cushioning in the heel.",0,0
CI3899-200,Nike Air Max 270 React,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,"The Nike Air Max 270 React uses lightweight, layered, no-sew materials to create a modern style that looks as good as it feels.",4.3,6
CD6615-100,Nike Air Max 270 SE,USD 0.00,"USD 13,995.00","USD 13,995.00",Nike,The Nike Air Max 270 SE is inspired by 2 icons of Air: the Air Max 180 and the Air Max 93. It features Nike's biggest heel Air unit yet for a super-soft ride that feels as comfortable as it looks.,5,1
AO2924-401,Nike Air Max 720,"USD 15,995.00","USD 12,797.00","USD 12,797.00",Nike,"The Nike Air Max 720 goes bigger than ever before with Nike's tallest Air unit yet, offering more air underfoot for unprecedented, all-day comfort. Has Air Max gone too far? We hope so.",4.2,62
AR9293-603,Nike Air Max 720,"USD 15,995.00","USD 9,597.00","USD 9,597.00",Nike,"The Nike Air Max 720 goes bigger than ever before with Nike's tallest Air unit yet, which offers more air underfoot for unimaginable, all-day comfort. Has Air Max gone too far? We hope so.",4.9,18
CD0683-600,Nike Air Max 720 SE,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Air Max 720 goes bigger than ever before with Nike's tallest Air unit yet, which offers more air underfoot for unprecedented, all-day comfort. Details include bubble wrap accents and colours inspired by the natural world.",3,1
CI3868-001,Nike Air Max 720,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Air Max 720 goes bigger than ever before with Nike's tallest Air unit yet, which offers more air underfoot for unprecedented, all-day comfort. Has Air Max gone too far? We hope so.",0,0
CI3870-100,Nike Air Max 720,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Air Max 720 goes bigger than ever before with Nike's tallest Air unit yet, which offers more air underfoot for unprecedented, all-day comfort. Has Air Max gone too far? We hope so.",0,0
CT5229-001,Nike Air Max 720,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,The Nike Air Max 720 updates a modern marvel with iridescent materials. Nike's tallest Air bag provides the most underfoot cushioning for ultimate comfort while iridescent details give your game a lift. Has Air Max gone too far? We hope so.,0,0
AJ1285-101,Nike Air Max 90 Essential,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,The Nike Air Max 90 Essential Men's Shoe keeps the classic design lines of the 1990 original and the cushioning that made it famous.,4,9
CI7395-100,Nike Air Max 90,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike Air Max 90 gets you ready for the most romantic day of the year while staying true to its '90s running roots. Max Air unit helps cushion each step, while the solid-rubber Waffle outsole maximises traction.",0,0
CT2007-100,Nike Air Max 90,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Nike Air Max 90 honours the OG with a revamped design that replicates the initial 1990 release. A ""clean slate"" colourway celebrates the shoe's 30th anniversary with the iconic Waffle sole.",5,1
CQ0912-100,Nike Air Max 90 Premium,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,"The Nike Air Max 90 Premium is built in honour of celebrated Parisian bakers who define French cuisine and hard work. Nike Air cushioning under your feet feels softer than freshly baked brioche while a durable upper features a French flag and baking champion's wheat laurel on opposite heels. ""Fresh baked daily"" is written on the liner, nodding to those who feed the city of style.",5,2
CJ1794-600,Nike Air Max 90 Premium,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,"The Nike Air Max 90 Premium pays tribute to the steadfast Royal Mail workers in London. Nike Air cushioning provides comfort for all-day wear, while fabric and leather on the upper combine breathability with durability. Details like crowns on the laces and colours inspired by Royal Mail uniforms nod to those who deliver day in and day out.",5,2
AQ0926-001,Nike Air Max 90 Print,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,The Nike Air Max 90 Print Men's Shoe keeps the classic design lines of the 1990 original. It features a combination construction and rich mixture of materials and colours.,0,0
881105-800,Nike Air Max 90 NS SE,"USD 9,995.00","USD 7,997.00","USD 7,997.00",Nike,The Nike Air Max 90 SE Women's Shoe combines classic design lines with rich materials for an elevated look that's true to the original.,5,2
CQ6639-001,Nike Air Max 90 SP,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Air Max 90 stays true to its OG roots with the iconic Waffle outsole, stitched overlays and classic TPU accents. Fresh colours give a modern look while Max Air cushioning adds comfort to your journey.",0,0
CI5646-200,Nike Air Max 90,"USD 11,995.00","USD 9,597.00","USD 9,597.00",Nike,"The Nike Air Max 90 stays true to its OG running roots with the iconic Waffle sole. Details and colours nod to the classic Lahar Escape Boot, delivering a vintage look from the wild.",4.8,5
325213-139,Nike Air Max 90,"USD 9,495.00","USD 7,597.00","USD 7,597.00",Nike,The Nike Air Max 90 Women's Shoe honours its roots with a supportive upper and the excellent cushioning that made the original a favourite.,3.6,5
CI3705-600,Nike Air Max 95 Essential,"USD 13,995.00","USD 11,197.00","USD 11,197.00",Nike,"The Nike Air Max 95 Essential takes design cues from the human body. The midsole represents the spine, graduated panels are the muscles, the lace loops are the shoe's ribs and the mesh upper is the skin.",0,0
AQ0925-002,Nike Air Max 95 Print,USD 0.00,"USD 16,995.00","USD 16,995.00",Nike,The Nike Air Max 95 made its mark as the first shoe to include visible Nike Air cushioning in the forefoot. The Nike Air Max 95 Print Men's Shoe energises the iconic design with updated materials in a variety of colours and textures.,0,0
807443-503,Nike Air Max 95 Premium,"USD 16,995.00","USD 13,597.00","USD 13,597.00",Nike,"The Nike Air Max 95 Premium retains its iconic look, but is sleeker, lighter and geared for 24/7 comfort and style. It features inspiration from the human body itself. The midsole represents the spine, graduated panels are the muscles, the lace loops are the shoe's ribs and the fabric tongue is its skin.",3.7,3
921733-104,Nike Air Max 97,USD 0.00,"USD 16,995.00","USD 16,995.00",Nike,"The Nike Air Max 97 keeps a sneaker icon going strong with the same design details that made it famous: water-ripple lines, reflective piping and full-length Max Air cushioning.",4.3,16
CI7388-600,Nike Air Max 97,USD 0.00,"USD 16,995.00","USD 16,995.00",Nike,"The Nike Air Max 97 keeps a sneaker icon going strong with the same design details that made its reputation from the beginning: water-ripple lines, reflective piping and full-length Max Air cushioning.",5,1
921826-016,Nike Air Max 97,"USD 16,995.00","USD 11,897.00","USD 11,897.00",Nike,"The Nike Air Max 97 Men's Shoe keeps the sneaker favourite going strong with the same design details that made it famous: water-ripple lines, reflective piping and full-length Max Air cushioning.",4.3,17
AQ4126-100,Nike Air Max 97 SE,"USD 15,995.00","USD 12,797.00","USD 12,797.00",Nike,The Nike Air Max 97 shook up the running world with its revolutionary full-length Nike Air unit. The Nike Air Max 97 SE Men's Shoe refreshes the original design with new colours and materials.,4.5,2
BQ5615-002,Nike Air Max 97 Utility,"USD 15,995.00","USD 11,197.00","USD 11,197.00",Nike,"The Nike Air Max 97 Utility puts a cold-weather spin on a classic style. Synthetic panels, engineered rubber and reflective design touches let you feel secure when hitting the streets.",5,1
CI3709-001,Nike Air Max 98,USD 0.00,"USD 16,995.00","USD 16,995.00",Nike,The Nike Air Max 98 brings back retro Air Max style with contemporary comfort innovations. A full-length Max Air unit gives total cushioning in every step.,4,1
AH6799-300,Nike Air Max 98,USD 0.00,"USD 16,995.00","USD 16,995.00",Nike,"The Nike Air Max 98 features the OG design lines that were inspired by the walls of the Grand Canyon while adding bursts of fresh colour to the upper. The fluid, textured look and full-length Nike Air cushioning set you apart from the pack.",4,4
BQ5613-001,Nike Air Max 98 NRG,"USD 15,995.00","USD 11,197.00","USD 11,197.00",Nike,"The Nike Air Max 98 features the OG design lines that were inspired by the walls of the Grand Canyon, while adding bursts of fresh colour on the upper. The fluid, textured look and full-length Nike Air cushioning set you apart from the pack.",0,0
CD0132-001,Nike Air Max 98 SE,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Nike Air Max 98 Shoe brings back retro Air Max style with modern comfort. The leather and mesh upper provides durable breathability while a full-length, visible Max Air unit offers responsive cushioning.",0,0
AT3378-471,Nike Air Max Alpha Savage,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,"The Nike Air Max Alpha Savage invokes Air Max style, stability and comfort in a modern design. Webbing integrates with the laces for midfoot containment, while Max Air cushioning delivers responsive comfort during your most intense workouts.",4.2,5
AQ7492-010,Nike Air Max Bella TR 2,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,The Nike Air Max Bella TR 2 is a versatile trainer for weight training and station workouts. It's crafted from breathable fabric and features comfortable cushioning underfoot with a flat outsole for stability during workout sessions.,4.3,12
CJ0842-600,Nike Air Max Bella TR 3,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,"The Nike Air Max Bella TR 3 provides stable, comfortable cushioning for weightlifting and circuit training. Lightweight mesh lets your feet breathe, and the laces secure your foot.",0,0
AQ4312-107,Nike Air Max Dia Icon Clash,"USD 8,995.00","USD 5,397.00","USD 5,397.00",Nike,"The Nike Air Max Dia Icon Clash delivers a lifted look and airy aesthetic in a sleek shape. The minimal upper modernises the look, while a Max Air unit, surrounded by clear TPU, is amplified even further by an exaggerated midsole for a boost of style.",4.6,23
AR7410-603,Nike Air Max Dia SE,"USD 9,995.00","USD 5,997.00","USD 5,997.00",Nike,"The Nike Air Max Dia SE features sleek lines and a sheer upper that combine classic Air Max elements into a lightweight, comfy and versatile icon. Together with its smart toe-down profile and extra lift, the Nike Air Max Dia SE offers an ever-bigger expression of Nike Air.",4.8,20
CI1396-600,Nike Air Max Impact,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike Air Max Impact infuses bold, expressive details into a design that's a beast on the court. Responsive cushioning helps soften hard landings, while the moulded heel clip and dual-strap system combine for a lightweight, locked-in feel.",5,1
CI1396-004,Nike Air Max Impact,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike Air Max Impact infuses bold, expressive details into a design that's a beast on the court. Responsive cushioning helps soften hard landings, while the moulded heel clip and dual-strap system combine for a lightweight, locked-in feel.",5,1
CJ9684-001,Nike Air Max Plus III,"USD 15,995.00","USD 11,197.00","USD 11,197.00",Nike,The Nike Air Max Plus III combines ultra-comfortable Tuned Air Technology with an energetic silhouette made famous by its predecessors. The III updates the look with TPU details fused to the upper while paying homage to the iconic colour fade.,5,2
CQ6569-001,Nike Air Max Tailwind 99,"USD 15,995.00","USD 11,197.00","USD 11,197.00",Nike,"The Nike Air Max Tailwind 99 has a storied history, beginning in 1979 with the original Nike Air project. To celebrate 20 years of the Tailwind, this model blends elements from several decades past. An OG colourway nods to the shoe's initial debut back in '99.",0,0
AQ2567-002,Nike Air Max Tailwind IV,"USD 13,995.00","USD 8,397.00","USD 8,397.00",Nike,The Nike Air Max Tailwind IV gives a new look to the '90s classic. Max Air units give you comfort and style that last.,5,1
BV1357-003,Nike Air Max Tailwind IV SP,"USD 15,995.00","USD 9,597.00","USD 9,597.00",Nike,The Nike Air Max Tailwind IV SP gives a new look to the '90s classic. Max Air units give you comfort and style that last.,3,5
415445-102,Nike Air Monarch IV,USD 0.00,"USD 5,295.00","USD 5,295.00",Nike,The Nike Air Monarch IV Lifestyle/Gym Shoe delivers lightweight cushioning and durable support with a Phylon midsole and a leather upper. Flex grooves provide natural flexibility with every step.,4.1,94
CD4387-100,Nike Air Streak Lite,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,"The Nike Air Streak Lite puts minimalist style back into the spotlight. Originally created by Nike's first Japanese creation team in 1995, this lightweight, sleek silhouette pushes footwear to a different space.",5,1
AT6817-300,Nike Air VaporMax 2019 Premium,"USD 16,995.00","USD 13,597.00","USD 13,597.00",Nike,"The Nike Air VaporMax 2019 Premium Shoe wraps your foot in stretchy woven material that gives structure and support to your stride. Underfoot, the lightest, most flexible Air Max cushioning to date gives a super-bouncy sensation that rivals running on air. Metallic Silver accents spark a sense of style.",5,1
CK9670-100,Nike Air VaporMax 360,USD 0.00,"USD 18,995.00","USD 18,995.00",Nike,"The Nike Air VaporMax 360 combines 2 legends of Air: the Nike Air Max 360 and the Nike VaporMax. Featuring a full-length foam midsole and VaporMax Air unit, you'll roll through the streets in comfort with bold, early-aughts style.",0,0
AT5673-700,Nike Air VaporMax Flyknit 2 LXX,USD 0.00,"USD 36,500.00","USD 36,500.00",Nike,"The Nike Air VaporMax Flyknit 2 LXX places your foot directly on Air. By removing any layers in between and providing cushioning only where needed, it delivers the lightest, most flexible Air Max yet.",0,0
BV1712-001,Nike Air VaporMax LX,"USD 16,995.00","USD 11,897.00","USD 11,897.00",Nike,"The Nike Air VaporMax LX wraps your foot in a stretch-woven material that gives structure and support to your stride. Underfoot, the lightest, most flexible Air Max cushioning to date gives a super-bouncy sensation that rivals running on air.",0,0
CI1246-302,Nike Air VaporMax SE,"USD 16,995.00","USD 10,197.00","USD 10,197.00",Nike,"The Nike Air VaporMax SE wraps your foot in a stretch woven material that gives structure and support to your stride. Underfoot, the lightest, most flexible Air Max cushioning to date gives a super-bouncy sensation that rivals running on air.",3.7,3
942851-002,Nike Air Zoom Pegasus 35,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike Air Zoom Pegasus 35 is built for runners at every level, whether you're a seasoned veteran or just starting out. It features a breathable mesh upper with an out-turned collar for Achilles comfort. Down below, the cushioning has been updated with full-length Zoom Air for the first time ever, to deliver a smoother, more natural stride.",3.9,61
BV0612-001,Nike Pegasus 36 FlyEase (Extra Wide),USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,The Nike Air Zoom Pegasus 36 FlyEase (Extra-Wide) maintains everything you love about the Pegasus and adds a zip for effortless on and off. The no-tie lacing system adjusts easily for a secure feel as you tackle your miles.,3,4
BV0614-005,Nike Air Zoom Pegasus 36 FlyEase,"USD 9,995.00","USD 7,997.00","USD 7,997.00",Nike,The Nike Air Zoom Pegasus 36 FlyEase maintains everything you love about the Pegasus and adds a zip for effortless on and off. The no-tie lacing system adjusts easily for a secure feel as you tackle your miles.,3,4
AA1636-406,Nike Air Zoom Structure 22,"USD 9,995.00","USD 6,997.00","USD 6,997.00",Nike,"The Nike Air Zoom Structure 22 Men's Running Shoe looks fast and feels secure. Engineered mesh, a heel overlay and dynamic support throughout the midfoot all work together to provide a smooth, stable ride.",3.6,10
AA1640-002,Nike Air Zoom Structure 22,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Nike Air Zoom Structure 22 Women's Running Shoe looks fast and feels secure. Engineered mesh, a heel overlay and dynamic support throughout the midfoot all work together to provide a smooth, stable ride.",4.3,14
BQ7043-668,Nike Air Zoom SuperRep,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Nike Air Zoom SuperRep is designed for circuit training, HIIT, short runs and other fast-paced exercise. Zoom Air cushioning in the forefoot combines with a wide, stable heel to keep you moving and lifting comfortably.",4.4,34
CD3460-010,Nike Air Zoom SuperRep,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Nike Air Zoom SuperRep is designed for circuit training, HIIT, short runs and other fast-paced exercise. Zoom Air cushioning in the forefoot combines with a wide, stable heel to keep you moving and lifting comfortably.",4.5,31
CJ0219-400,Nike Air Zoom Terra Kiger 6,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike Air Zoom Terra Kiger 6 is built to take on wet and rocky trails. Lightweight in design, it features a sleeker look with a woven heel for a secure fit and feel.",5,2
CJ0220-400,Nike Air Zoom Terra Kiger 6,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike Air Zoom Terra Kiger 6 is built to take on wet and rocky trails. Lightweight in design, it features a sleeker look with a woven heel for a secure fit and feel.",5,2
AH7857-009,Nike Air Zoom Vomero 14,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,"The Nike Air Zoom Vomero 14 takes responsive cushioning to the next level. A full-length cushioning unit works with Nike React technology to deliver a super-snappy, smooth ride. Up top, the sleek design feels durable and supports your stride through every mile.",4.2,23
AH7858-010,Nike Air Zoom Vomero 14,"USD 11,995.00","USD 9,597.00","USD 9,597.00",Nike,"The Nike Air Zoom Vomero 14 takes responsive cushioning to the next level. The full-length Zoom Air unit works with Nike React cushioning to deliver a super-snappy, smooth ride. On the top, the sleek design is engineered to support your stride.",2.8,11
AA7406-006,Nike Air Zoom Winflo 5,"USD 7,995.00","USD 6,397.00","USD 6,397.00",Nike,"The Nike Air Zoom Winflo 5 Men's Running Shoe provides a responsive ride and durable, multi-surface traction underfoot. Up top, engineered mesh delivers support and breathability where you need them, while an inner sleeve gives you a comfortable, sock-like fit as you hit your stride.",3,6
AO3622-006,Nike Bella Kai,USD 0.00,"USD 1,995.00","USD 1,995.00",Nike,"The Nike Bella Kai Flip Flop delivers the underfoot comfort of dual-density foam in a casual flip flop, ideal for all-day wear in warm weather. Soft, lined straps provide a secure fit, while the herringbone texture on the footbed and outsole add grip instead of slip.",0,0
CD2717-001,Nike Benassi JDI BETRUE,USD 0.00,"USD 4,495.00","USD 4,495.00",Nike,"The Nike Benassi JDI BETRUE Slide creates lightweight comfort in a classic design, while the soft foam sole cushions your every step.",4.3,3
CD2717-001,Nike Benassi JDI BETRUE,USD 0.00,"USD 4,495.00","USD 4,495.00",Nike,"The Nike Benassi JDI BETRUE Slide creates lightweight comfort in a classic design, while the soft foam sole cushions your every step.",4.3,3
618919-031,Nike Benassi JDI Floral,"USD 2,995.00","USD 2,397.00","USD 2,397.00",Nike,"The Nike Benassi JDI Floral Women's Slide is designed with a textured footbed and a lightweight foam midsole/outsole for a soothing, plush feel.",4.1,8
CK0986-002,Nike Benassi JDI SE,"USD 2,995.00","USD 2,097.00","USD 2,097.00",Nike,The Nike Benassi JDI SE Slide is crafted for all-day comfort with a textile strap and lightweight cushioning.,0,0
631261-035,Nike Benassi JDI,USD 0.00,"USD 2,795.00","USD 2,795.00",Nike,"The Nike Benassi JDI Slide features a soft foam midsole and plush, jersey fabric lining the strap. Its heritage logo adds the perfect amount of flash.",3,5
343880-090,Nike Benassi,USD 0.00,"USD 2,495.00","USD 2,495.00",Nike,The Nike Benassi Slide features a lined upper with a bold logo for plush comfort and an athletic look. A foam midsole and outsole provide lightweight impact protection.,4.1,33
343881-412,Nike Benassi,USD 0.00,"USD 2,495.00","USD 2,495.00",Nike,The Nike Benassi Women's Slide features a lined upper with a bold logo for plush comfort and an athletic look. A foam midsole and outsole provide lightweight impact protection.,4.3,12
AV9370-001,Nike Blazer Low LE,"USD 6,995.00","USD 5,597.00","USD 5,597.00",Nike,The Nike Blazer Low LE refines the old-school basketball icon with updated details.,5,2
AJ9515-001,Nike Blazer Low,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike Blazer Low Men's Shoe refines the old-school basketball icon with smooth, genuine leather.",0,0
AV9373-002,Nike Blazer Low Suede,"USD 6,995.00","USD 5,597.00","USD 5,597.00",Nike,The Nike Blazer Low Suede Women's Shoe refines the old-school basketball icon with a suede upper.,0,0
CV5515-001,Nike Canyon,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,"The Nike Canyon Sandal sets your journey off in style. Heritage-inspired design features a beefy outsole, plush foam midsole, triple-strap closure and premium metallic finishes. From cityscapes to the river banks, this versatile powerhouse will keep you steady on your feet and comfortable tackling whatever lies ahead.",0,0
749571-154,Nike Classic Cortez,USD 0.00,"USD 6,595.00","USD 6,595.00",Nike,"The Nike Classic Cortez Shoe is Nike's original running shoe, designed by Bill Bowerman and released in 1972. This version features a leather and synthetic leather construction for added durability.",4.2,5
807471-101,Nike Classic Cortez,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike Classic Cortez Women's Shoe is Nike's original running shoe, designed by Bill Bowerman and released in 1972. This version features a leather and synthetic leather construction for added durability.",4.5,34
807471-103,Nike Classic Cortez,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike Classic Cortez Women's Shoe is Nike's original running shoe, designed by Bill Bowerman and released in 1972. This version features a leather and synthetic leather construction for added durability.",4.5,34
CT1726-100,Nike Court Vintage Premium,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,"The Nike Court Vintage Premium embodies '80s tennis at its best—laid-back and stylish. The smooth leather upper is combined with micro-branding for a relaxed look and feel, while the cushioned sockliner provides smooth comfort with every step.",0,0
BV7725-500,Nike Daybreak SP,"USD 7,995.00","USD 4,797.00","USD 4,797.00",Nike,"The Nike Daybreak SP marks the return of the 1979 original, featuring suede and nylon on the upper and old-school graphics on the tongue for a '70s runner-inspired look and feel.",5,3
CN6916-100,Nike Drop-Type Premium,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike Drop-Type Premium is inspired by classic tennis shoes in the NikeCourt family. Part of the N354 family that nods to Steve Prefontaine's fastest mile, it offers distinct design lines that borrow from the All Court 2.",4,6
